order_id,customer_id,order_date,product_category,quantity,unit_price,country
1147,146,2025-02-09,toys,3,488.81,US
1148,267,2025-01-04,grocery,1,99.79,US
1149,177,2025-02-24,grocery,2,635.68,AU
1150,1290,2025-03-30,books,4,556.59,GB
1151,681,2025-01-26,books,5,75.29,DE
1152,1163,2025-01-17,electronics,4,92.04,GB
1153,1402,2025-03-24,books,4,426.13,CA
1154,295,2025-03-20,home,3,355.9,GB
1155,1616,2025-02-11,grocery,4,32.08,DE
1156,232,2025-02-14,grocery,4,761.95,GB
1157,1573,2025-02-14,toys,5,119.01,US
1158,831,2025-01-14,home,5,586.25,GB
1159,1092,2025-03-01,grocery,5,375.02,AU
1160,500,2025-03-12,apparel,4,348.51,GB
1161,427,2025-03-30,toys,4,706.95,DE
1162,1162,2025-02-13,toys,2,159.9,US
1163,1515,2025-03-15,grocery,1,534.98,DE
1164,667,2025-03-13,electronics,4,162.67,DE
1165,143,2025-03-18,electronics,5,695.34,DE
1166,671,2025-03-05,books,1,86.02,CA
1167,1818,2025-03-16,books,1,682.57,CA
1168,928,2025-03-10,home,4,555.93,DE
1169,401,2025-01-27,books,3,273.25,GB
1170,1882,2025-02-25,books,3,891.3,AU
1171,17,2025-03-20,toys,4,763.62,GB
1172,128,2025-02-17,toys,1,5.74,AU
1173,1681,2025-02-15,electronics,3,779.77,CA
1174,885,2025-03-31,toys,4,564.56,DE
1175,832,2025-02-18,grocery,5,194.03,CA
1176,973,2025-01-18,apparel,5,349.2,GB
1177,1721,2025-02-23,apparel,3,897.71,CA
1178,276,2025-01-02,electronics,1,133.87,DE
1179,1348,2025-02-25,apparel,1,127.8,DE
1180,1762,2025-02-28,books,5,837.62,AU
1181,369,2025-02-28,toys,4,499.07,DE
1182,788,2025-02-15,apparel,2,385.16,US
1183,1184,2025-03-05,books,2,642.35,GB
1184,842,2025-03-11,toys,3,34.94,US
1185,1164,2025-03-03,books,3,106.27,DE
1186,1970,2025-03-30,electronics,2,658.51,AU
1187,1760,2025-02-05,grocery,5,75.01,AU
1188,182,2025-02-01,grocery,1,617.24,AU
1189,1635,2025-03-16,home,5,52.22,GB
1190,1096,2025-01-02,grocery,4,463.82,DE
1191,1176,2025-02-12,grocery,3,864.71,GB
1192,593,2025-01-22,electronics,5,675.73,AU
1193,534,2025-01-08,books,4,522.43,AU
1194,106,2025-03-26,home,5,29.42,DE
1195,169,2025-01-17,toys,1,767.03,GB
1196,517,2025-01-17,toys,3,251.31,GB
1197,30,2025-01-15,toys,2,819.56,CA
1198,1350,2025-02-27,home,2,238.81,CA
1199,994,2025-01-24,toys,1,311.84,US
1200,1982,2025-01-19,toys,2,754.65,DE
1201,1578,2025-02-19,apparel,4,654.76,CA
1202,432,2025-03-15,books,3,53.61,GB
1203,1548,2025-01-15,electronics,2,420.28,DE
1204,618,2025-03-02,books,5,214.12,DE
1205,972,2025-02-03,apparel,5,783.89,US
1206,592,2025-02-27,grocery,3,865.77,US
1207,200,2025-03-10,books,3,860.77,DE
1208,1251,2025-03-25,home,3,246.93,US
1209,523,2025-03-25,toys,4,417.68,CA
1210,1504,2025-03-28,toys,2,470.35,CA
1211,642,2025-03-12,electronics,1,749.35,US
1212,843,2025-01-13,toys,1,618.51,GB
1213,450,2025-02-06,home,2,35.46,AU
1214,189,2025-01-08,toys,2,855.68,US
1215,1451,2025-01-16,electronics,5,121.26,AU
1216,1645,2025-01-24,electronics,2,231.73,DE
1217,1353,2025-01-10,books,4,830.8,GB
1218,1576,2025-02-24,books,3,235.31,US
1219,568,2025-01-08,grocery,4,302.72,US
1220,529,2025-02-03,apparel,4,67.1,CA
1221,1250,2025-02-20,apparel,4,102.04,AU
1222,1575,2025-02-25,apparel,5,580.78,DE
1223,1466,2025-02-03,electronics,1,70.25,AU
1224,1491,2025-02-02,grocery,1,807.37,CA
1225,1338,2025-03-23,electronics,1,599.81,GB
1226,311,2025-03-31,home,4,519.29,AU
1227,1450,2025-03-04,grocery,4,366.49,US
1228,1107,2025-01-29,electronics,4,858.96,DE
1229,249,2025-03-14,toys,3,303.42,GB
1230,821,2025-01-08,books,1,331.98,GB
1231,165,2025-02-28,home,2,163.06,US
1232,1982,2025-02-19,books,2,272.48,DE
1233,1836,2025-01-14,books,3,440.41,DE
1234,1506,2025-01-25,apparel,1,177.81,AU
1235,489,2025-03-04,grocery,1,714.49,GB
1236,1024,2025-03-10,grocery,1,38.14,US
1237,692,2025-01-06,grocery,1,194.44,AU
1238,939,2025-03-28,toys,2,668.23,CA
1239,1895,2025-01-10,electronics,2,442.55,US
1240,966,2025-03-21,electronics,2,632.65,CA
1241,30,2025-01-23,books,1,814.66,US
1242,935,2025-03-20,apparel,5,62.23,US
1243,234,2025-03-05,toys,5,202.4,CA
1244,873,2025-02-13,books,4,295.18,AU
1245,1118,2025-01-18,home,2,688.97,AU
1246,356,2025-02-12,electronics,1,250.12,DE
1247,345,2025-03-31,home,5,152.67,CA
1248,1896,2025-03-16,electronics,2,94.46,AU
1249,771,2025-01-21,electronics,4,77.24,US
1250,368,2025-01-12,books,5,798.78,DE
1251,1421,2025-03-02,books,2,189.5,GB
1252,1072,2025-02-27,grocery,2,844.58,AU
1253,1417,2025-01-05,toys,2,646.88,AU
1254,1947,2025-01-12,books,3,316.32,US
1255,1143,2025-01-31,apparel,1,888.0,US
1256,1268,2025-02-16,toys,5,201.24,CA
1257,567,2025-01-07,apparel,1,717.96,DE
1258,1019,2025-01-23,apparel,1,53.34,GB
1259,584,2025-01-27,grocery,3,304.18,DE
1260,89,2025-01-14,books,1,832.74,CA
1261,324,2025-01-04,grocery,5,108.87,CA
1262,1478,2025-02-26,toys,5,296.74,CA
1263,1531,2025-03-28,home,2,702.17,GB
1264,467,2025-01-13,apparel,4,783.54,DE
1265,1826,2025-01-29,electronics,4,528.65,US
1266,1824,2025-02-25,apparel,2,835.45,DE
1267,365,2025-02-19,home,2,414.67,CA
1268,1295,2025-02-15,home,2,305.61,US
1269,1418,2025-03-14,electronics,3,127.16,DE
1270,940,2025-02-23,apparel,3,201.76,GB
1271,1237,2025-01-21,books,5,815.48,AU
1272,1987,2025-03-12,apparel,1,373.46,AU
1273,1002,2025-01-28,toys,4,754.1,GB
1274,30,2025-02-24,books,2,226.8,DE
1275,1187,2025-01-29,toys,2,822.8,US
1276,856,2025-01-06,electronics,4,661.45,AU
1277,69,2025-02-24,toys,4,433.94,US
1278,927,2025-03-05,apparel,1,504.84,US
1279,1420,2025-02-22,apparel,2,325.76,CA
1280,1327,2025-01-12,electronics,4,603.78,CA
1281,1441,2025-02-28,toys,5,26.84,DE
1282,950,2025-01-18,books,4,170.52,GB
1283,1284,2025-03-01,books,1,775.03,US
1284,789,2025-03-30,home,5,34.27,DE
1285,1542,2025-02-04,books,5,490.47,CA
1286,1614,2025-03-29,electronics,5,793.35,US
1287,1055,2025-03-28,home,1,104.31,GB
1288,954,2025-03-21,electronics,3,332.95,AU
1289,1444,2025-01-09,toys,2,128.86,GB
1290,489,2025-03-11,electronics,4,664.95,AU
1291,1785,2025-03-31,apparel,2,291.81,GB
1292,1032,2025-03-29,grocery,3,53.73,GB
1293,708,2025-02-27,grocery,5,476.37,US
1294,963,2025-03-10,books,5,810.0,DE
1295,1272,2025-02-17,books,1,173.57,DE
1296,179,2025-01-11,grocery,2,263.08,US
1297,224,2025-01-22,home,1,628.88,DE
1298,309,2025-01-27,toys,1,267.38,AU
1299,1909,2025-01-17,grocery,3,381.01,US
1300,598,2025-01-25,electronics,1,785.25,CA
1301,1710,2025-03-08,books,3,373.45,GB
1302,1343,2025-03-24,home,4,536.04,AU
1303,1725,2025-03-12,grocery,4,277.14,CA
1304,1840,2025-02-09,apparel,3,207.96,GB
1305,1989,2025-02-06,electronics,2,321.03,DE
1306,1959,2025-01-22,toys,2,642.06,GB
1307,374,2025-01-23,books,2,149.31,US
1308,85,2025-02-10,toys,2,399.59,GB
1309,378,2025-01-27,toys,1,600.66,GB
1310,303,2025-02-17,grocery,5,878.03,AU
1311,618,2025-01-16,electronics,4,838.3,CA
1312,1942,2025-02-28,home,2,8.83,AU
1313,1999,2025-03-06,home,3,429.14,GB
1314,1986,2025-03-15,books,2,720.61,DE
1315,694,2025-03-30,electronics,4,810.65,CA
1316,1389,2025-03-12,electronics,3,27.18,AU
1317,1723,2025-01-29,grocery,3,87.76,US
1318,1246,2025-03-24,apparel,5,476.15,GB
1319,401,2025-01-03,electronics,5,765.25,US
1320,1999,2025-03-07,grocery,2,443.96,AU
1321,1240,2025-03-07,electronics,3,360.8,DE
1322,758,2025-02-19,home,1,259.75,GB
1323,631,2025-02-27,toys,1,198.04,DE
1324,1519,2025-02-23,grocery,3,151.58,DE
1325,1493,2025-02-23,apparel,5,540.14,CA
1326,426,2025-02-08,grocery,5,888.03,US
1327,1912,2025-03-17,grocery,1,10.91,GB
1328,849,2025-01-23,toys,4,640.66,CA
1329,409,2025-01-24,grocery,3,500.7,US
1330,1686,2025-02-08,toys,3,447.21,DE
1331,460,2025-01-04,electronics,2,240.09,DE
1332,255,2025-03-25,books,3,378.35,DE
1333,1858,2025-03-30,books,2,30.45,GB
1334,1010,2025-01-09,toys,3,525.04,AU
1335,894,2025-02-03,books,4,876.95,US
1336,765,2025-03-07,books,5,20.69,GB
1337,334,2025-03-16,electronics,2,291.1,CA
1338,732,2025-01-21,electronics,3,328.23,GB
1339,100,2025-02-07,home,5,576.85,US
1340,1053,2025-01-25,books,2,689.39,AU
1341,1542,2025-01-22,toys,3,785.83,GB
1342,556,2025-03-29,books,3,90.76,AU
1343,721,2025-01-19,electronics,2,468.75,GB
1344,1595,2025-03-04,grocery,3,829.2,CA
1345,210,2025-01-28,apparel,5,202.89,CA
1346,1629,2025-03-13,toys,5,762.22,AU
1347,1439,2025-01-15,grocery,4,824.84,US
1348,1677,2025-01-17,electronics,4,316.64,GB
1349,285,2025-02-26,toys,5,688.4,GB
1350,353,2025-02-08,electronics,1,204.0,CA
1351,1410,2025-01-30,home,2,192.8,US
1352,871,2025-03-30,electronics,1,21.82,DE
1353,1552,2025-02-25,electronics,2,101.49,AU
1354,1215,2025-01-08,grocery,1,818.12,US
1355,136,2025-02-08,books,1,680.31,US
1356,1885,2025-03-19,apparel,5,811.54,CA
1357,1374,2025-02-14,electronics,1,135.26,GB
1358,1944,2025-03-16,home,3,148.69,AU
1359,1600,2025-03-20,apparel,5,515.35,US
1360,1679,2025-03-16,electronics,5,199.2,CA
1361,1975,2025-02-06,apparel,5,8.86,US
1362,1893,2025-01-28,toys,4,332.97,AU
1363,380,2025-02-26,books,1,166.85,GB
1364,778,2025-02-24,apparel,5,208.65,US
1365,1560,2025-02-10,electronics,4,103.72,CA
1366,1016,2025-02-16,books,3,503.62,US
1367,169,2025-02-11,grocery,1,349.37,DE
1368,1230,2025-02-09,books,4,207.15,DE
1369,596,2025-02-24,apparel,1,805.8,DE
1370,1924,2025-03-28,home,2,16.43,DE
1371,1377,2025-01-14,grocery,4,472.77,US
1372,245,2025-01-19,grocery,4,627.05,US
1373,1519,2025-01-22,electronics,3,877.8,GB
1374,411,2025-03-18,grocery,1,213.41,DE
1375,1486,2025-03-05,home,5,536.31,DE
1376,730,2025-03-02,books,5,855.36,DE
1377,1048,2025-02-05,apparel,4,101.68,GB
1378,1003,2025-03-05,apparel,2,31.59,US
1379,1701,2025-01-09,grocery,1,874.99,DE
1380,1239,2025-03-28,home,2,275.95,AU
1381,198,2025-01-10,books,5,691.97,DE
1382,414,2025-02-07,books,4,443.76,GB
1383,1111,2025-02-13,toys,5,20.81,US
1384,882,2025-01-16,grocery,4,286.52,DE
1385,907,2025-02-28,electronics,1,163.29,GB
1386,1812,2025-01-22,grocery,4,125.36,DE
1387,999,2025-01-15,toys,4,595.76,AU
1388,1172,2025-03-02,grocery,5,769.63,AU
1389,115,2025-02-20,home,4,533.98,DE
1390,1264,2025-03-28,home,3,291.82,US
1391,1210,2025-01-06,apparel,3,317.23,AU
1392,56,2025-03-22,home,4,92.12,GB
1393,732,2025-02-22,home,1,596.8,CA
1394,481,2025-03-24,home,5,81.01,US
1395,1780,2025-02-09,electronics,3,156.94,AU
1396,668,2025-01-05,grocery,4,513.39,DE
1397,547,2025-01-03,books,4,531.24,GB
1398,774,2025-03-15,grocery,3,517.41,DE
1399,205,2025-03-30,books,2,305.68,AU
1400,1662,2025-03-27,home,2,555.26,GB
1401,1986,2025-02-25,apparel,4,573.71,US
1402,1722,2025-03-10,apparel,3,242.3,GB
1403,1175,2025-02-21,apparel,5,669.87,US
1404,1470,2025-03-16,electronics,5,306.46,US
1405,1161,2025-03-09,grocery,4,192.71,US
1406,1335,2025-02-08,toys,3,392.44,AU
1407,642,2025-01-26,grocery,4,229.87,AU
1408,929,2025-03-27,toys,2,793.39,AU
1409,1767,2025-01-24,toys,4,195.58,DE
1410,549,2025-03-23,toys,5,768.22,DE
1411,1915,2025-03-14,books,1,472.42,GB
1412,948,2025-01-19,apparel,2,673.05,GB
1413,1729,2025-02-25,grocery,3,774.86,US
1414,1299,2025-01-27,grocery,3,742.21,CA
1415,526,2025-03-29,toys,2,368.24,US
1416,308,2025-01-25,electronics,2,718.35,GB
1417,951,2025-03-04,toys,4,382.7,US
1418,414,2025-01-21,home,2,31.07,GB
1419,1349,2025-03-12,apparel,1,867.58,DE
1420,1603,2025-01-03,electronics,1,285.93,GB
1421,1776,2025-01-09,grocery,3,606.14,US
1422,813,2025-01-18,apparel,1,516.01,AU
1423,1911,2025-01-16,toys,5,854.95,AU
1424,516,2025-03-05,electronics,2,541.83,GB
1425,675,2025-03-16,books,4,726.22,CA
1426,1916,2025-02-24,apparel,2,100.59,CA
1427,1987,2025-02-05,grocery,4,232.59,AU
1428,115,2025-03-04,toys,3,631.15,US
1429,649,2025-03-11,grocery,4,616.04,GB
1430,1802,2025-01-19,home,4,645.52,GB
1431,44,2025-03-24,toys,1,758.11,US
1432,1415,2025-03-27,apparel,3,499.68,GB
1433,1309,2025-03-31,home,1,483.74,CA
1434,1757,2025-02-26,grocery,1,819.25,DE
1435,1900,2025-02-02,home,1,843.0,CA
1436,610,2025-01-27,apparel,4,570.05,DE
1437,1617,2025-01-05,home,1,741.75,DE
1438,965,2025-02-22,home,4,789.69,US
1439,1689,2025-01-21,books,3,458.16,GB
1440,862,2025-03-19,books,5,665.31,DE
1441,1424,2025-01-04,electronics,2,568.98,CA
1442,7,2025-02-21,apparel,3,285.77,US
1443,227,2025-01-21,apparel,5,643.63,CA
1444,1735,2025-03-18,books,4,714.4,GB
1445,925,2025-03-03,books,2,238.3,AU
1446,1694,2025-02-11,home,2,80.53,GB
1447,373,2025-02-20,grocery,5,205.91,US
1448,1891,2025-03-13,books,5,565.82,US
1449,1996,2025-03-01,apparel,3,632.62,CA
1450,102,2025-02-21,toys,4,542.34,CA
1451,183,2025-02-17,apparel,5,110.02,AU
1452,892,2025-02-28,books,4,111.06,CA
1453,391,2025-02-04,home,4,346.95,DE
1454,1754,2025-01-27,toys,2,895.7,GB
1455,1489,2025-03-28,apparel,4,166.42,CA
1456,59,2025-02-07,home,2,557.81,CA
1457,758,2025-03-16,books,4,81.73,DE
1458,273,2025-02-11,books,4,619.72,DE
1459,1451,2025-02-24,books,5,234.31,US
1460,1141,2025-01-08,electronics,3,838.29,DE
1461,1861,2025-02-15,toys,5,640.05,US
1462,11,2025-02-02,toys,5,345.93,DE
1463,1375,2025-02-17,apparel,5,41.8,CA
1464,534,2025-01-22,toys,4,837.63,DE
1465,271,2025-01-12,home,5,392.46,GB
1466,240,2025-02-10,electronics,2,451.78,GB
1467,1532,2025-02-16,grocery,3,812.99,GB
1468,1256,2025-02-03,toys,3,395.01,CA
1469,647,2025-03-04,apparel,5,768.46,DE
1470,109,2025-01-25,apparel,1,210.72,US
1471,964,2025-02-03,apparel,4,395.59,DE
1472,84,2025-02-26,home,5,439.24,DE
1473,231,2025-01-19,electronics,3,88.74,GB
1474,370,2025-01-22,books,5,741.19,AU
1475,1825,2025-03-26,toys,2,527.26,US
1476,1078,2025-03-15,apparel,4,828.76,CA
1477,1574,2025-03-05,books,1,799.18,US
1478,583,2025-03-29,books,1,357.77,AU
1479,1903,2025-01-14,home,2,30.83,DE
1480,1702,2025-03-26,grocery,4,567.37,GB
1481,1217,2025-03-26,electronics,3,872.93,AU
1482,1948,2025-02-27,home,5,120.73,US
1483,1642,2025-03-24,home,3,719.33,US
1484,1121,2025-03-19,grocery,1,361.97,CA
1485,492,2025-02-21,electronics,1,767.84,CA
1486,796,2025-02-21,home,2,112.93,DE
1487,1641,2025-02-25,books,3,813.83,AU
1488,269,2025-02-15,books,1,749.68,AU
1489,410,2025-03-04,grocery,4,431.4,AU
1490,1230,2025-02-24,electronics,4,730.83,AU
1491,382,2025-02-25,books,4,88.18,AU
1492,700,2025-03-01,books,2,584.6,CA
1493,1907,2025-03-05,toys,5,80.14,DE
1494,896,2025-01-11,grocery,3,137.99,CA
1495,1402,2025-02-08,apparel,5,387.81,AU
1496,98,2025-03-12,electronics,1,464.5,AU
1497,871,2025-02-22,electronics,4,596.46,AU
1498,1665,2025-02-02,home,3,529.07,AU
1499,34,2025-01-15,books,4,165.69,CA
1500,1727,2025-02-20,electronics,1,377.54,GB
1501,643,2025-03-17,books,4,682.82,DE
1502,1278,2025-02-03,home,2,193.9,US
1503,1530,2025-03-19,home,1,393.24,US
1504,12,2025-02-20,electronics,1,158.69,DE
1505,943,2025-03-30,grocery,5,654.68,GB
1506,1267,2025-03-20,home,4,725.14,US
1507,257,2025-01-18,electronics,2,105.15,US
1508,1426,2025-01-25,electronics,2,435.59,CA
1509,1331,2025-01-31,grocery,5,175.86,GB
1510,1577,2025-03-01,apparel,4,382.57,US
1511,341,2025-01-20,books,4,867.65,DE
1512,41,2025-02-27,toys,2,185.19,AU
1513,1699,2025-02-20,electronics,3,12.04,DE
1514,852,2025-03-05,books,5,538.27,AU
1515,596,2025-01-05,grocery,4,440.05,AU
1516,1485,2025-03-20,books,4,212.55,US
1517,1082,2025-01-03,grocery,5,287.68,US
1518,549,2025-03-24,grocery,4,109.65,AU
1519,1923,2025-03-24,home,4,629.27,US
1520,331,2025-02-06,books,2,424.96,DE
1521,476,2025-03-06,apparel,5,818.61,GB
1522,1888,2025-03-19,books,4,122.38,GB
1523,1481,2025-02-19,grocery,3,717.39,CA
1524,1274,2025-01-27,home,1,602.01,CA
1525,355,2025-01-26,apparel,5,445.5,DE
1526,1932,2025-03-05,home,2,192.43,US
1527,38,2025-02-15,home,3,610.84,CA
1528,1696,2025-03-06,electronics,1,307.26,US
1529,1265,2025-01-30,electronics,5,205.56,GB
1530,697,2025-02-15,electronics,5,244.39,CA
1531,1748,2025-03-30,toys,5,604.18,US
1532,1898,2025-02-26,grocery,1,877.31,AU
1533,1249,2025-01-14,toys,1,459.03,CA
1534,1291,2025-01-16,apparel,3,145.53,GB
1535,1451,2025-02-26,toys,4,660.62,US
1536,316,2025-03-24,home,3,738.14,US
1537,1738,2025-01-26,grocery,4,693.44,US
1538,503,2025-03-02,home,3,456.99,US
1539,545,2025-02-17,books,4,327.77,CA
1540,311,2025-03-09,grocery,2,128.49,DE
1541,847,2025-02-22,grocery,5,716.16,GB
1542,1933,2025-01-04,grocery,2,694.28,AU
1543,1933,2025-01-09,electronics,3,286.74,CA
1544,889,2025-01-08,grocery,1,595.85,CA
1545,1849,2025-03-15,electronics,5,875.52,DE
1546,824,2025-03-29,books,5,786.81,GB
1547,1863,2025-02-14,electronics,3,810.68,AU
1548,1886,2025-01-19,books,4,404.33,CA
1549,1818,2025-03-11,toys,5,588.56,GB
1550,1818,2025-03-25,grocery,2,793.46,US
1551,76,2025-03-10,home,4,653.95,CA
1552,1066,2025-03-11,home,2,88.06,AU
1553,640,2025-03-08,home,2,25.95,AU
1554,1214,2025-02-03,apparel,3,655.22,AU
1555,227,2025-01-08,home,3,566.15,GB
1556,254,2025-01-07,books,1,406.61,AU
1557,1510,2025-01-01,grocery,3,884.73,AU
1558,1159,2025-03-22,books,5,760.81,CA
1559,718,2025-02-08,home,5,606.82,DE
1560,1065,2025-02-01,electronics,3,467.21,CA
1561,1686,2025-02-16,grocery,1,136.16,DE
1562,1697,2025-02-22,electronics,1,60.65,CA
1563,976,2025-01-28,grocery,1,335.51,AU
1564,825,2025-03-17,toys,5,702.04,GB
1565,1197,2025-03-05,books,4,896.87,DE
1566,1499,2025-02-23,apparel,2,457.67,DE
1567,1457,2025-02-28,apparel,5,777.62,US
1568,1423,2025-01-28,grocery,4,34.17,CA
1569,1934,2025-03-13,home,1,543.42,DE
1570,226,2025-01-16,home,5,264.17,AU
1571,314,2025-01-16,home,3,891.95,GB
1572,603,2025-03-04,electronics,2,132.21,AU
1573,864,2025-01-07,home,3,197.94,DE
1574,5,2025-01-16,toys,3,65.46,US
1575,856,2025-03-03,toys,3,511.35,GB
1576,1601,2025-02-18,grocery,5,123.85,CA
1577,1034,2025-03-23,grocery,4,602.15,CA
1578,1775,2025-02-11,electronics,5,599.72,DE
1579,794,2025-01-30,grocery,3,489.18,DE
1580,1508,2025-02-05,books,1,780.02,US
1581,1172,2025-03-22,books,3,507.12,US
1582,1319,2025-03-13,electronics,2,859.87,AU
1583,1182,2025-01-07,toys,5,174.5,DE
1584,1030,2025-01-03,electronics,5,165.86,US
1585,564,2025-01-27,apparel,5,402.58,AU
1586,1243,2025-02-11,grocery,5,45.25,US
1587,697,2025-02-25,apparel,4,26.52,AU
1588,650,2025-02-18,home,1,107.6,US
1589,1110,2025-01-22,home,2,168.48,US
1590,316,2025-02-09,grocery,2,57.72,GB
1591,372,2025-01-04,books,1,271.72,US
1592,656,2025-01-19,grocery,3,235.84,US
1593,107,2025-01-26,apparel,5,529.49,DE
1594,1042,2025-03-06,grocery,1,246.0,GB
1595,952,2025-03-12,grocery,1,438.32,DE
1596,1298,2025-01-30,electronics,3,500.89,AU
1597,1383,2025-01-13,apparel,5,588.13,CA
1598,624,2025-03-14,grocery,4,80.09,AU
1599,417,2025-01-19,home,5,886.84,CA
1600,1101,2025-02-24,toys,4,42.39,DE
1601,1969,2025-03-21,home,2,5.48,DE
1602,560,2025-03-18,home,4,899.31,CA
1603,1199,2025-03-07,home,1,149.46,AU
1604,1154,2025-01-09,home,1,358.79,US
1605,1701,2025-01-18,books,5,898.94,DE
1606,432,2025-03-20,toys,3,796.11,GB
1607,1301,2025-02-03,books,4,249.34,GB
1608,700,2025-01-27,grocery,5,298.96,CA
1609,1324,2025-01-01,toys,4,8.82,US
1610,1378,2025-01-23,grocery,5,806.26,DE
1611,1562,2025-02-20,toys,1,709.63,US
1612,1104,2025-01-04,books,4,606.65,GB
1613,1991,2025-02-18,toys,3,351.13,US
1614,256,2025-03-01,home,2,402.89,CA
1615,1522,2025-01-03,home,3,176.39,AU
1616,1281,2025-02-08,books,2,214.65,DE
1617,1982,2025-02-16,electronics,3,446.08,AU
1618,429,2025-01-01,apparel,4,104.29,GB
1619,1166,2025-03-06,grocery,2,498.84,AU
1620,1377,2025-03-29,toys,5,162.09,AU
1621,263,2025-01-09,apparel,3,840.53,CA
1622,1805,2025-03-08,books,3,176.7,US
1623,1987,2025-03-30,books,5,554.93,AU
1624,1809,2025-02-28,electronics,4,578.65,US
1625,1749,2025-02-11,grocery,4,250.25,AU
1626,956,2025-03-05,home,5,684.31,CA
1627,97,2025-02-05,grocery,5,406.72,US
1628,803,2025-01-25,home,1,792.68,US
1629,1511,2025-01-29,books,4,862.2,CA
1630,404,2025-01-22,home,3,61.24,US
1631,58,2025-03-03,grocery,1,535.31,GB
1632,1722,2025-02-02,apparel,1,428.84,GB
1633,1705,2025-01-07,home,5,715.72,US
1634,1589,2025-03-18,toys,4,688.86,DE
1635,1186,2025-01-16,electronics,1,825.45,DE
1636,642,2025-03-30,electronics,2,60.48,DE
1637,113,2025-02-08,toys,4,63.87,US
1638,1146,2025-01-07,home,4,364.5,AU
1639,1541,2025-02-22,apparel,5,709.78,AU
1640,22,2025-02-28,grocery,4,716.66,AU
1641,1269,2025-01-13,home,1,411.39,GB
1642,1204,2025-01-25,electronics,1,15.99,US
1643,1215,2025-01-25,toys,2,575.43,GB
1644,728,2025-02-23,grocery,5,402.93,CA
1645,282,2025-01-06,electronics,2,283.93,DE
1646,1051,2025-03-25,home,3,527.37,AU
1647,1589,2025-01-19,apparel,4,281.25,GB
1648,597,2025-02-17,electronics,5,529.85,CA
1649,118,2025-01-31,toys,5,773.53,DE
1650,705,2025-01-26,apparel,2,707.8,GB
1651,388,2025-03-27,grocery,4,541.78,GB
1652,1745,2025-03-16,toys,3,556.4,DE
1653,674,2025-01-21,electronics,4,789.1,US
1654,1016,2025-01-29,electronics,2,625.42,DE
1655,1278,2025-01-28,apparel,4,662.44,GB
1656,1654,2025-02-18,apparel,4,169.89,US
1657,744,2025-01-02,electronics,3,31.86,US
1658,292,2025-02-07,grocery,2,570.03,GB
1659,90,2025-01-04,apparel,2,259.26,CA
1660,1814,2025-02-03,books,2,309.13,AU
1661,504,2025-01-23,apparel,1,162.58,GB
1662,1866,2025-01-13,electronics,2,344.13,US
1663,694,2025-01-27,home,4,219.92,GB
1664,1354,2025-01-22,toys,5,794.08,US
1665,243,2025-01-19,apparel,2,176.54,DE
1666,1423,2025-02-17,home,5,389.43,CA
1667,1887,2025-01-06,toys,5,174.24,AU
1668,603,2025-01-20,home,2,52.66,GB
1669,1788,2025-01-17,toys,5,797.81,CA
1670,1490,2025-01-11,grocery,5,63.05,AU
1671,795,2025-03-24,toys,3,451.23,DE
1672,367,2025-02-11,books,3,475.29,DE
1673,1466,2025-03-05,grocery,3,525.15,AU
1674,1331,2025-01-05,apparel,2,805.91,DE
1675,1768,2025-01-31,grocery,2,278.86,DE
1676,1171,2025-01-21,home,3,497.73,CA
1677,1540,2025-01-11,home,4,469.33,CA
1678,1196,2025-01-06,grocery,5,560.9,DE
1679,924,2025-03-01,grocery,4,333.91,DE
1680,650,2025-02-04,grocery,1,165.7,CA
1681,544,2025-03-24,electronics,3,811.81,GB
1682,1726,2025-03-06,toys,5,581.06,GB
1683,1898,2025-01-30,electronics,1,68.85,US
1684,1119,2025-01-26,home,2,609.21,GB
1685,620,2025-03-29,home,2,636.54,CA
1686,1752,2025-03-11,home,1,694.21,GB
1687,1685,2025-02-14,grocery,4,740.56,US
1688,967,2025-03-25,toys,2,779.58,CA
1689,465,2025-01-27,grocery,2,466.65,AU
1690,1552,2025-03-01,books,4,309.88,US
1691,642,2025-01-25,grocery,4,192.57,DE
1692,1747,2025-03-13,electronics,3,129.35,CA
1693,626,2025-01-02,grocery,3,309.13,DE
1694,872,2025-03-29,grocery,5,273.17,AU
1695,48,2025-03-14,electronics,2,142.54,GB
1696,1164,2025-03-22,toys,5,518.61,DE
1697,781,2025-01-27,grocery,1,483.36,CA
1698,973,2025-01-14,home,5,865.92,GB
1699,191,2025-01-22,electronics,5,163.97,AU
1700,1001,2025-01-04,apparel,2,67.18,DE
1701,582,2025-01-27,apparel,3,595.31,US
1702,932,2025-01-08,home,5,14.88,GB
1703,1761,2025-02-22,grocery,2,890.68,CA
1704,1099,2025-02-23,grocery,1,353.14,CA
1705,267,2025-01-27,home,4,737.01,DE
1706,326,2025-03-19,toys,3,530.8,AU
1707,1468,2025-03-29,grocery,3,185.51,CA
1708,913,2025-01-09,grocery,5,727.76,AU
1709,674,2025-03-14,grocery,4,419.1,US
1710,1510,2025-01-12,home,4,315.36,GB
1711,801,2025-03-20,apparel,4,227.97,AU
1712,1502,2025-02-25,grocery,4,820.19,CA
1713,1431,2025-03-14,electronics,4,630.28,US
1714,491,2025-01-21,home,5,266.23,US
1715,1430,2025-01-28,grocery,4,893.18,AU
1716,249,2025-02-17,electronics,1,456.42,GB
